order_id,date,store,category,customer,qty,unit_price,amount,is_return
SO-202603-0032,2026-03-23,深圳南山店,Bakery,杨渡舟,1,16.84,16.84,No
SO-202603-0039,2026-03-16,深圳南山店,Bakery,吴听澜,3,25.25,75.75,No
SO-202603-0012,2026-03-04,北京朝阳店,Bakery,李思远,4,22.26,89.04,No
SO-202603-0019,2026-03-04,北京海淀店,Bakery,秦望舒,4,18.61,74.44,No
SO-202603-0030,2026-03-28,上海静安店,Bakery,吴听澜,3,22.77,68.31,No
SO-202603-0023,2026-03-03,上海静安店,Milk Tea,朱明夏,2,24.83,49.66,No
SO-202603-0024,2026-03-13,上海静安店,Coffee,朱明夏,1,35.31,35.31,No
SO-202603-0026,2026-03-04,上海静安店,Bakery,沈酌月,3,21.47,64.41,No
SO-202603-0002,2026-03-03,北京朝阳店,Bakery,吴听澜,3,17.15,51.45,No
SO-202603-0005,2026-03-10,北京朝阳店,Milk Tea,卫疏桐,4,20.92,83.68,No
SO-202603-0040,2026-03-28,深圳南山店,Bakery,许砚秋,4,21.18,84.72,No
SO-202603-0022,2026-03-15,上海静安店,Bakery,褚南舟,4,9.9,39.6,No
SO-202603-0029,2026-03-27,上海静安店,Coffee,吴听澜,4,19.46,77.84,No
SO-202603-0003,2026-03-06,北京朝阳店,Bakery,张慕之,1,14.56,14.56,No
SO-202603-0028,2026-03-13,上海静安店,Milk Tea,蒋清和,3,18.06,54.18,No
SO-202603-0035,2026-03-09,深圳南山店,Bakery,陈嘉禾,4,19.93,79.72,No
SO-202603-0017,2026-03-28,北京海淀店,Milk Tea,杨渡舟,4,24.05,96.2,No
SO-202603-0031,2026-03-03,深圳南山店,Bakery,吴听澜,2,12.2,24.4,No
SO-202603-0015,2026-03-10,北京海淀店,Coffee,赵宛清,2,19.78,39.56,No
SO-202603-0009,2026-03-28,北京朝阳店,Bakery,吴听澜,4,25.23,100.92,No
SO-202603-0034,2026-03-23,深圳南山店,Bakery,杨渡舟,2,18.26,36.52,No
SO-202603-0006,2026-03-25,北京朝阳店,Coffee,刘闻笛,3,27.17,81.51,No
SO-202603-0033,2026-03-22,深圳南山店,Milk Tea,李思远,2,22.84,45.68,No
SO-202603-0014,2026-03-27,北京海淀店,Milk Tea,杨渡舟,2,20.26,40.52,No
SO-202603-0021,2026-03-11,北京海淀店,Coffee,秦望舒,3,22.54,67.62,No
SO-202603-0027,2026-03-28,上海静安店,Coffee,刘闻笛,4,33.27,133.08,No
SO-202603-0004,2026-03-10,北京朝阳店,Coffee,赵宛清,2,21.68,43.36,No
SO-202603-0001,2026-03-11,北京朝阳店,Coffee,秦望舒,4,28.63,114.52,No
SO-202603-0010,2026-03-26,北京朝阳店,Milk Tea,朱明夏,2,26.71,53.42,No
SO-202603-0013,2026-03-05,北京海淀店,Milk Tea,杨渡舟,2,24.09,48.18,No
SO-202603-0025,2026-03-27,上海静安店,Bakery,吴听澜,2,22.74,45.48,No
SO-202603-0008,2026-03-05,北京朝阳店,Bakery,蒋清和,2,21.01,42.02,No
SO-202603-0020,2026-03-04,北京海淀店,Milk Tea,许砚秋,2,30.78,61.56,No
SO-202603-0011,2026-03-02,北京朝阳店,Bakery,卫疏桐,1,16.45,16.45,No
SO-202603-0018,2026-03-06,北京海淀店,Coffee,朱明夏,1,27.61,27.61,No
SO-202603-0038,2026-03-19,深圳南山店,Coffee,沈酌月,-3,27.95,-83.85,Yes
SO-202603-0016,2026-03-24,北京海淀店,Coffee,王雅琴,-1,28.72,-28.72,Yes
SO-202603-0007,2026-03-26,北京朝阳店,Milk Tea,孙则明,1,23.37,23.37,No
SO-202603-0036,2026-03-22,深圳南山店,Coffee,周知微,1,34.6,34.6,No
