order_id,date,store,category,customer,qty,unit_price,amount
SO-202512-0021,2025-12-08,北京海淀店,Bakery,冯砚白,1,12.71,12.71
SO-202512-0010,2025-12-19,北京朝阳店,Bakery,韩令仪,3,21.39,64.17
SO-202512-0029,2025-12-15, 上海静安店,Milk Tea,杨渡舟,2,17.77,35.54
SO-202512-0003,2025-12-16,北京朝阳店,Milk Tea,朱明夏,1,19.76,19.76
SO-202512-0008,2025-12-02,北京朝阳店,Coffee,王雅琴,1,35.48,35.48
SO-202512-0031,2025-12-15,上海静安店,Bakery,王雅琴,4,20.37,81.48
SO-202512-0019,2025.12.10,北京海淀店,Bakery,张慕之,1,11.48,11.48
SO-202512-0002,2025-12-11,北京朝阳店,Bakery,李思远,1,21.32,21.32
SO-202512-0027,2025-12-25,上海静安店,Milk Tea,陈嘉禾,3,26.24,78.72
SO-202512-0043,2025-12-08,深圳南山店,Coffee,朱明夏,2,21.64,43.28
SO-202512-0040,2025-12-12,深圳南山店,Milk Tea,李思远,4,19.19,76.76
SO-202512-0032,2025-12-09,上海静安店,Bakery,杨渡舟,-4,16.53,-66.12
SO-202512-0035,2025/12/27, 深圳南山店,Milk Tea,韩令仪,2,29.45,58.90
SO-202512-0015,2025-12-22,北京海淀店,Bakery,陈嘉禾,3,11.79,
SO-202512-0002,2025-12-11,北京朝阳店,Bakery,李思远,1,21.32,21.32
SO-202512-0042,2025.12.06, 深圳南山店,Bakery,蒋清和,4,10.92,43.68
SO-202512-0042,2025.12.06, 深圳南山店,Bakery,蒋清和,4,10.92,43.68
SO-202512-0015,2025-12-22,北京海淀店,Bakery,陈嘉禾,3,11.79,
SO-202512-0041,2025/12/12,深圳南山店,Coffee,韩令仪,2,36.88,73.76
SO-202512-0033,2025-12-06,深圳南山店,Coffee,赵宛清,1,24.03,24.03
SO-202512-0039,2025-12-18,深圳南山店,Coffee,杨渡舟,2,36.39,72.78
SO-202512-0034,2025/12/19,深圳南山店,Coffee,蒋清和,1,29.72,29.72
SO-202512-0017,2025-12-23,北京海淀店,Bakery,秦望舒,4,18.56,74.24
SO-202512-0006,2025-12-21,北京朝阳店,Bakery,冯砚白,1,10.85,10.85
SO-202512-0007,2025-12-23,北京朝阳店,Coffee,周知微,3,31.87,95.61
SO-202512-0020,2025/12/28,北京海淀店,COFFEE,冯砚白,1,18.30,18.30
SO-202512-0037,2025-12-11,深圳南山店 ,BAKERY,郑亦初,4,16.53,66.12
SO-202512-0005,2025/12/21,北京朝阳店,Coffee,郑亦初,2,23.91,47.82
SO-202512-0016,2025-12-17,北京海淀店,milk tea,王雅琴,3,23.40,70.20
SO-202512-0036,2025-12-09,深圳南山店,Milk Tea,沈酌月,1,18.78,18.78
SO-202512-0038,2025-12-08,深圳南山店,Coffee,李思远,2,27.70,55.40
SO-202512-0011,2025-12-15,北京朝阳店,Coffee,王雅琴,-3,20.07,-60.21
SO-202512-0026,2025-12-19,上海静安店,Coffee,周知微,3,29.31,87.93
SO-202512-0004,2025-12-19,北京朝阳店,Bakery,刘闻笛,4,23.53,94.12
SO-202512-0030,2025-12-16,上海静安店,Coffee,朱明夏,3,32.26,96.78
SO-202512-0044,2025-12-10,深圳南山店,Milk Tea,赵宛清,,25.67,
SO-202512-0025,2025-12-12,上海静安店,Bakery,朱明夏,4,18.11,72.44
SO-202512-0023,2025-12-11,上海静安店,BAKERY,蒋清和,1,16.08,16.08
SO-202512-0013,2025-12-28,北京海淀店,Coffee,蒋清和,1,26.68,26.68
SO-202512-0012,2025/12/22,北京朝阳店,Coffee,朱明夏,3,35.67,107.01
SO-202512-0009,2025-12-23,北京朝阳店,Milk Tea,吴听澜,1,24.45,24.45
SO-202512-0028,2025-12-01,上海静安店,Bakery,秦望舒,4,16.20,64.80
SO-202512-0001,2025-12-28,北京朝阳店,Bakery,吴听澜,2,25.81,51.62
SO-202512-0024,2025/12/14,上海静安店,Milk Tea,韩令仪,4,21.51,
SO-202512-0022,2025.12.23,北京海淀店,Coffee,陈嘉禾,2,21.23,42.46
SO-202512-0014,2025-12-01,北京海淀店,Coffee,王雅琴,1,27.42,27.42
SO-202512-0018,2025-12-07,北京海淀店,Coffee,刘闻笛,3,27.50,82.50
