order_id,date,store,category,customer,qty,unit_price,amount
SO-202601-0007,2026/1/25,北京朝阳店,Bakery,褚南舟,1,23.64,23.64
SO-202601-0021,2026-01-26,上海静安店,Bakery,许砚秋,4,10.59,42.36
SO-202601-0002,2026-01-12,北京朝阳店,Milk Tea,赵宛清,1,16.27,16.27
SO-202601-0005,2026/1/22,北京朝阳店,Coffee,赵宛清,3,37.08,111.24
SO-202601-0022,2026-01-27,上海静安店,Coffee,韩令仪,2,29.36,58.72
SO-202601-0003,2026-01-12,北京朝阳店,BAKERY, 李思远,,16.45,
SO-202601-0030,2026-01-10,深圳南山店 ,Milk Tea,王雅琴,2,27.66,55.32
SO-202601-0037,2026.01.06,深圳南山店,Coffee,陈嘉禾,2,28.82,57.64
SO-202601-0017,2026-01-14,北京海淀店,Bakery ,孙则明,4,20.58,82.32
SO-202601-0033,2026-01-10,深圳南山店,Bakery, 韩令仪,1,25.79,25.79
SO-202601-0028,2026-01-01, 上海静安店,Milk Tea,吴听澜,4,22.25,89.00
SO-202601-0012,2026.01.24,北京海淀店,Milk Tea,沈酌月,1,20.60,20.60
SO-202601-0035,2026-01-14,深圳南山店,Coffee, 刘闻笛,4,20.29,81.16
SO-202601-0008,2026-01-27,北京朝阳店,Coffee,张慕之,2,36.00,72.00
SO-202601-0034,2026-01-22,深圳南山店,MILK TEA,吴听澜,2,21.70,43.40
SO-202601-0014,2026-01-13,北京海淀店,Milk Tea,秦望舒,3,16.32,48.96
SO-202601-0023,2026/1/8,上海静安店,Coffee,冯砚白,1,24.43,24.43
SO-202601-0026,2026-01-21,上海静安店 ,Bakery, 吴听澜,4,25.13,100.52
SO-202601-0010,2026-01-12,北京朝阳店,Milk Tea,沈酌月,1,19.09,19.09
SO-202601-0017,2026-01-14,北京海淀店,Bakery ,孙则明,4,20.58,82.32
SO-202601-0015,2026-01-11,北京海淀店,Coffee, 许砚秋,1,19.63,
SO-202601-0004,2026-01-25,北京朝阳店,Coffee, 蒋清和,2,30.21,60.42
SO-202601-0024,2026-01-08,上海静安店,Coffee,许砚秋,1,22.29,22.29
SO-202601-0019,2026/1/16,北京海淀店,Coffee,孙则明,1,28.65,28.65
SO-202601-0018,2026-01-02,北京海淀店,Bakery,周知微,2,17.09,34.18
SO-202601-0025,2026/1/14,上海静安店,Bakery,许砚秋,1,15.98,15.98
SO-202601-0036,2026-01-21,深圳南山店,Milk Tea,郑亦初,1,28.29,28.29
SO-202601-0006,2026-01-22,北京朝阳店,Milk Tea,蒋清和,3,28.85,86.55
SO-202601-0013,2026-01-18,北京海淀店 ,Milk Tea,周知微,3,28.46,
SO-202601-0032,2026-01-06,深圳南山店,Bakery,冯砚白,3,24.11,72.33
SO-202601-0011,2026.01.21,北京朝阳店,Milk Tea,孙则明,3,18.67,56.01
SO-202601-0001,2026-01-01,北京朝阳店,Bakery, 蒋清和,1,22.69,22.69
SO-202601-0004,2026-01-25,北京朝阳店,Coffee, 蒋清和,2,30.21,60.42
SO-202601-0016,2026-01-21,北京海淀店,Coffee,郑亦初,3,26.28,78.84
SO-202601-0009,2026-01-05, 北京朝阳店,Coffee, 韩令仪,4,31.73,126.92
SO-202601-0031,2026-01-04,深圳南山店 ,Milk Tea ,许砚秋,-3,26.38,-79.14
SO-202601-0037,2026.01.06,深圳南山店,Coffee,陈嘉禾,2,28.82,57.64
SO-202601-0029,2026-01-27,上海静安店,Milk Tea,周知微,2,20.78,41.56
SO-202601-0027,2026-01-17,上海静安店,Milk Tea, 王雅琴,1,19.86,19.86
SO-202601-0020,2026-01-21,北京海淀店,Bakery,刘闻笛,1,12.16,12.16
